Periodo,IAI,TDU,M,CONF_MAN,IPC,TC,TIIE_28,SP_500,IPI_EUA,ANTAD,PROD_VEH, OCUP_HOT ,GASOLINAS,IMSS,REMESAS,M4,X,PEDIDOS_MANU,IGAE,IMEF,INPC,PRECIO,U_US,TOTAL_NONFARM,TOTAL_CONSTR,TOTAL_MANUF,TOTAL_SERV,MANUF_USA
2013/09,99.68160506,5.7619891,31409.91893,47.6413847,40185.23,13.08974333,4.104905,1681.550049,100.0172,120.7231044,253357,51.4,747.8799041,16508845,1828.3274,8238.401884,32060.20253,51.46920194,100.5,49.74824735,82.13233968,100.3435,7.2,136819,5910,12032,96174,99.4861
2013/10,100.6637568,5.558540006,31548.91596,44.20347304,41038.65,13.02170323,3.976856522,1756.540039,99.9038,118.3601082,297840,57.2,799.0087073,16652436,1911.9983,8376.027734,31906.53338,52.206076,100.7,50.20057054,82.52298816,94.89681818,7.2,137039,5931,12056,96353,99.6678
2013/11,100.3973563,5.097471073,31154.82905,43.87672759,42499.13,13.06409333,3.78953,1805.810059,100.1479,139.9870224,267343,67,793.4088951,16772971,1731.6637,8510.125841,31508.00194,52.34025723,100.6,50.77800585,83.29226516,89.49105263,6.9,137314,5963,12079,96561,99.6727
2013/12,100.9031383,5.901321183,31237.51769,47.15912244,42727.09,13.00104516,3.790335,1848.359985,100.3576,175.7217039,176651,67.7,828.8048204,16525061,1849.4966,8648.388935,32363.74503,53.14552823,101.1,53.57257996,83.7700583,92.2615,6.7,137368,5932,12083,96667,99.5066
2014/01,101.0309527,6.349904262,31955.51246,43.82179844,40879.75,13.20103871,3.781972727,1782.589966,99.9828,120.4057738,261043,70.2,768.2087305,16547040,1642.2232,8614.377566,30985.13409,52.82690722,100.5,52.63996767,84.51905163,90.1545,6.6,137552,5985,12081,96801,98.4046
2014/02,101.5834325,5.799064514,32662.24825,45.80203447,38782.89,13.29067143,3.787052632,1859.449951,100.7485,100.018365,260007,76.2,782.0252304,16672599,1719.2445,8748.159375,32612.4731,52.59458163,101.6,52.38204252,84.73315704,94.17947368,6.7,137707,6007,12106,96894,99.3521
2014/03,102.2670259,6.147584199,33005.05523,45.90495397,40461.6,13.21485161,3.801295,1872.339966,101.7391,114.5715923,291002,73.9,771.4773955,16781325,2098.2592,8738.105204,32492.21961,52.72520973,101.7,51.8216337,84.96529239,93.247,6.7,137986,6038,12120,97116,100.2411
2014/04,102.8641124,6.358743308,33201.82953,45.56320741,40711.56,13.07711667,3.806435,1883.949951,101.8023,113.9164639,261213,72.4,795.9399015,16837367,1976.3673,8786.498983,33449.28764,53.44515155,102.2,50.95688244,84.80677925,95.342,6.2,138298,6084,12134,97342,100.2186
2014/05,103.1371071,5.775518991,33739.52921,44.81750904,41362.51,12.95623226,3.802509524,1923.569946,102.2116,122.5721614,301283,67.7,797.1464928,16885220,2146.9543,8891.906773,33229.82156,52.66018732,102.8,50.47738732,84.53557906,97.63055556,6.3,138501,6109,12146,97528,100.5074
2014/06,103.1595346,5.915732422,33604.16829,45.50309596,42737.17,12.97570333,3.428647619,1960.22998,102.5637,120.6212335,301011,65.2,764.0907188,16928515,2043.4553,9050.303339,33316.46598,52.47287921,102.6,50.11110171,84.68207224,100.1909524,6.1,138833,6133,12170,97744,100.841
2014/07,102.0651452,6.47056576,33055.80906,47.54415511,43817.69,12.973,3.297508696,1930.670044,102.8425,127.6512837,275565,73.6,787.9043565,16965972,1998.1848,9166.899478,33114.10522,52.10261396,103.0,50.09442769,84.91495883,95.55047619,6.2,139076,6178,12189,97911,101.3987
2014/08,102.1744538,5.833616548,34443.42736,48.50868479,45628.09,13.15001935,3.298552381,2003.369995,102.6499,129.9339791,286708,66.6,766.1063968,17023661,2004.331,9183.766572,33693.23102,52.61812919,102.7,52.86091892,85.21996514,92.3145,6.1,139258,6210,12208,98087,100.8009
2014/09,102.6998547,5.593780887,33020.66733,47.57944854,44985.66,13.21131333,3.289314286,1972.290039,102.9647,118.5018221,267674,51.8,774.905508,17180093,1965.0674,9130.298393,33582.90294,52.57794685,102.7,51.65019281,85.59633992,89.42666667,5.9,139563,6242,12226,98295,100.8722
2014/10,103.5144932,5.730522103,32944.30389,47.94392177,45027.52,13.47454194,3.291913043,2018.050049,102.9704,121.0862431,330164,56.8,785.8933667,17352227,2042.1377,9368.578752,33798.73729,52.55470196,103.7,51.23196892,86.06962558,79.41904762,5.7,139805,6259,12259,98469,100.7754
2014/11,103.3742503,5.307371168,34717.38001,46.48376757,44190.47,13.59029667,3.287321053,2067.560059,103.6017,143.3898514,284816,66.6,763.1593889,17475077,1776.0464,9535.56662,32977.00179,52.80462454,104.0,51.27399818,86.76377787,72.37222222,5.8,140089,6272,12284,98701,101.4676
2014/12,103.4658495,4.897083207,33152.74956,44.11280161,43145.66,14.45303548,3.29972381,2058.899902,103.592,177.9480441,208498,71.2,846.9987712,17239587,2235.0127,9630.957416,32988.07457,52.7099557,104.1,50.5451945,87.18898371,52.77857143,5.6,140366,6293,12292,98938,101.2936
2015/01,102.7582341,5.141732613,32834.01146,43.44719954,40950.58,14.67395484,3.30162381,1994.98999,102.798,127.9226717,282077,74.5,764.6,17299371,1626.8265,9814.038681,31662.36137,53.11909245,104.3,49.82366033,87.11010277,39.222,5.7,140562,6320,12292,99103,100.708
2015/02,103.2295622,5.374474837,32236.66993,41.22385414,44190.17,14.904375,3.297089474,2104.5,102.1554,105.5530893,298614,78.8,773.71,17433062,1842.5174,9807.460206,31746.69205,52.9925672,104.5,50.6434801,87.27537713,47.44529412,5.5,140829,6361,12301,99314,99.9655
2015/03,102.710092,5.059581383,33195.33838,41.35114798,43724.78,15.20997097,3.302909524,2067.889893,101.8077,120.6401768,318608,74.9,772,17538198,2254.2732,9666.351336,32513.73524,52.95539267,104.7,49.84931668,87.63071699,46.29090909,5.4,140924,6334,12312,99449,100.2806
2015/04,103.8929036,5.042404709,33149.81573,39.71148833,44582.39,15.22745667,3.296515,2085.51001,101.2285,120.1478752,300726,76.1,788.44,17603315,2006.1882,9789.98492,32240.30748,52.3899594,105.8,51.55447297,87.40384038,52.315,5.4,141202,6392,12318,99644,100.2455
2015/05,102.7012229,5.338251832,32948.96801,39.79977192,44703.62,15.25360645,3.30117,2107.389893,100.7536,132.3090992,304384,71.1,783,17595860,2191.0587,9892.928856,31328.77879,52.70596434,105.3,50.80341646,86.96736583,57.17,5.6,141540,6427,12333,99947,100.2375
2015/06,103.2359301,5.089049528,33855.88332,40.05079968,45053.7,15.45055667,3.304663636,2063.110107,100.4529,127.5735469,323481,69.7,781,17674295,2156.0087,9858.297954,32336.83075,52.91337102,105.6,51.12984481,87.11310776,56.24714286,5.3,141695,6441,12334,100088,99.8551
2015/07,104.4433352,5.17149241,33283.37473,38.77568857,44752.93,15.87622903,3.303521739,2103.840088,101.11,137.5550385,271218,76.6,819.7,17718986,2234.8851,9929.652199,32358.58719,53.10668422,106.4,49.67201664,87.24081976,49.65285714,5.2,141989,6472,12349,100312,100.5954
2015/08,104.5940282,5.015814735,33924.67139,37.57419477,43721.96,16.50887742,3.316166667,1972.180054,100.8802,141.2225135,306315,69.8,784,17791345,2253.1487,9958.348277,31705.40318,52.39158428,106.6,49.01948683,87.42487529,38.63444444,5.1,142130,6490,12345,100441,100.234
2015/09,106.0963184,5.125401968,32662.19132,36.98614917,42632.54,16.83229,3.3343,1920.030029,100.608,129.2298765,295410,54.5,799.13,17908989,2055.1324,9883.588125,31524.11492,52.89791301,107.9,49.35480038,87.75241902,39.56277778,5,142265,6508,12354,100584,100.0236
2015/10,103.9752294,5.231073391,33009.38972,39.3457059,44542.76,16.59931935,3.305018182,2079.360107,100.151,133.6347618,344031,61.9,795.2,18055468,2068.8161,9967.876774,32104.39966,52.42960391,106.6,52.54389641,88.2039185,39.74454545,5,142585,6547,12362,100849,99.8928
2015/11,103.5656344,4.435307117,32636.99389,39.62556885,43418.55,16.63219333,3.3163,2080.409912,99.3817,153.0485282,309626,71.1,788,18187747,1895.1813,9857.13742,31040.08098,52.47697483,106.2,51.38645718,88.68546788,35.45666667,5.1,142810,6598,12357,101018,99.578
2015/12,103.9026088,5.432079783,31335.98052,39.14289634,42977.5,17.01277742,3.415127273,2043.939941,98.8572,193.9240153,235564,69.4,848,17884033,2200.7363,10119.05145,29728.04292,52.14512186,106.5,49.45332341,89.04681772,28.79857143,5,143083,6630,12362,101248,99.2995
2016/01,104.267361,4.784093552,31834.82621,38.93929761,43630.77,17.94564839,3.55659,1940.23999,99.4086,139.126188,279035,71.1,772,17953203,1932.4979,10237.1621,30817.27981,52.54078974,107.1,51.63239887,89.38638139,22.7125,4.8,143198,6631,12383,101338,99.7502
2016/02,104.53241,4.874305309,31541.03824,37.4186585,43714.93,18.45920345,3.75062,1932.22998,98.8946,115.4373472,283887,73.3,811,18095494,2082.2151,10194.5104,29674.27909,52.38284722,107.6,51.02883378,89.77778112,25.27666667,4.9,143410,6640,12365,101556,99.4265
2016/03,103.8680782,4.782436647,31127.12759,37.33668835,45881.08,17.67208387,4.062685,2059.73999,98.1385,128.2818104,280216,74.7,828,18154906,2191.1363,10160.87325,29207.94304,52.14940701,107.3,51.28928858,89.9100006,30.3935,5,143666,6678,12342,101777,99.3601
2016/04,103.3606937,4.486046435,32334.59099,38.47391148,45784.77,17.48096,4.064233333,2065.300049,98.4364,132.4019977,284563,71.8,812.67,18237468,2171.3015,10188.61594,30067.31709,52.39452456,107.1,51.14879644,89.62527796,32.63571429,5.1,143856,6702,12353,101940,99.196
2016/05,103.9460557,4.865787477,31560.30083,39.27042706,45459.45,18.05380323,4.075022727,2096.949951,98.2096,136.9559792,292337,69.3,815,18257802,2478.2101,10183.33545,30585.94074,52.38742949,107.8,50.84659839,89.22561452,38.3635,4.8,143901,6689,12332,102015,99.115
2016/06,103.4782427,4.602249451,31784.89099,39.61741737,45966.49,18.62126667,4.101218182,2098.860107,98.6766,135.115653,332231,70.7,839,18326071,2312.3136,10257.8398,30608.84683,52.18448946,108.2,46.90001867,89.32402789,40.47090909,4.9,144152,6701,12350,102264,99.3614
2016/07,103.6649314,4.40035035,32312.87241,38.33366209,46660.67,18.58810645,4.559785714,2173.600098,98.8371,152.0337114,294643,77.3,825,18348131,2248.6248,10314.30474,31379.27949,52.25689714,108.2,51.39339421,89.55691448,38.75578947,4.8,144515,6735,12372,102468,99.4487
2016/08,103.6118711,4.469698352,31793.54876,37.84201751,47541.32,18.4601129,4.590630435,2170.949951,98.7302,144.0717288,344696,69,827,18466227,2269.2888,10279.24845,31108.47179,52.78002047,108.3,51.05397602,89.80933349,38.59238095,4.9,144664,6736,12348,102649,99.0922
2016/09,103.6596366,5.05705467,33297.19465,38.96174283,47245.8,19.11921,4.611019048,2168.27002,98.6287,137.3010853,300919,58.2,819.88,18626402,2374.0707,10567.74794,32324.52597,52.47943114,109.0,50.74033085,90.35774385,37.808,5,144961,6768,12347,102878,99.29
2016/10,103.9491924,4.300190993,32265.95551,37.99024668,48009.28,18.97319355,5.108561905,2126.149902,98.7126,144.4439076,341156,64.5,812,18797954,2220.1971,10515.08203,32033.66292,52.67845354,109.3,50.30940388,90.90615422,41.27238095,4.9,145069,6799,12345,102986,99.4402
2016/11,105.0716462,4.384677521,32912.53592,38.44954602,45285.5,19.96946333,5.336275,2198.810059,98.3004,161.4852415,328858,71.7,829,18935841,2370.9655,10613.18858,32859.61285,52.16809251,109.7,49.08838283,91.61683394,37.8445,4.7,145189,6823,12342,103100,99.332
2016/12,104.3605284,4.469179372,33722.29349,38.354405,45642.9,20.54281613,5.839009524,2238.830078,98.9063,203.5671428,253963,71.1,885,18616624,2342.4602,10811.21496,32680.53105,52.35814357,110.3,48.8585419,92.0390348,44.791,4.7,145408,6818,12355,103283,99.2912
2017/01,104.4242804,4.030923968,33719.51829,35.91378116,47001.06,21.39549677,6.127995455,2278.870117,98.7349,142.2904819,295708,73.6,750,18699916,2147.8962,10832.68894,33042.66701,51.80350388,110.4,47.58457954,93.60388244,45.51,4.7,145639,6840,12366,103469,99.516
2017/02,103.9967721,3.638470768,33823.80408,33.53061034,46856.79,20.35245714,6.438763158,2363.639893,98.4178,116.2473006,319272,76.8,770,18853971,2141.9286,10861.36002,33268.993,51.78104187,109.8,46.59386838,94.14478034,45.53736842,4.6,145845,6881,12380,103603,99.5006
2017/03,104.8185372,4.067649227,34059.8976,35.66064293,48541.56,19.41648065,6.627954545,2362.719971,99.0726,130.4095658,383198,75.3,796,18994318,2618.4356,10931.4629,32985.61033,52.14390032,110.3,47.93009245,94.72248933,42.21565217,4.4,145975,6902,12393,103692,99.2128
2017/04,103.8326114,4.115406848,33865.53168,37.07051532,49261.33,18.78121667,6.866122222,2384.199951,100.0545,136.7598317,301814,77.3,770,19021083,2404.4485,10949.605,33303.40751,52.50233211,110.4,49.08671726,94.83893263,44.30333333,4.4,146172,6916,12400,103852,100.3682
2017/05,103.647832,3.934760212,34600.58735,38.44032508,48788.44,18.79970968,6.977881818,2411.800049,100.139,140.6145181,352392,72.5,811,19047825,2694.8252,10868.73617,33198.95805,52.59061438,110.0,52.7464124,94.72549432,44.222,4.4,146389,6931,12409,104027,100.1552
2017/06,104.033441,3.853040562,35108.8165,40.10350855,49857.49,18.20814667,7.2149,2423.409912,100.3148,137.8943112,359943,74.2,816,19134058,2552.3467,11068.59578,34233.98673,52.39733444,110.7,54.28015338,94.96363964,41.50190476,4.3,146588,6962,12422,104165,100.1335
2017/07,103.3406845,3.961091509,34590.18059,42.80357469,51011.87,17.85459032,7.366361905,2470.300049,100.1418,153.2647368,316519,79.6,789,19172222,2599.9785,11183.56371,33891.50988,51.84032743,110.0,53.88244841,95.32273574,43.78157895,4.3,146772,6968,12423,104326,99.8331
2017/08,103.7784091,4.036033215,35860.85858,43.30715558,51210.48,17.80649677,7.375591304,2471.649902,99.6878,144.9314736,383229,69.9,820,19292865,2617.6073,11090.20769,34224.03307,52.06833848,111.0,53.6365542,95.79376765,45.53285714,4.4,146907,7002,12467,104443,99.6166
2017/09,101.9716405,4.215882466,35515.33958,44.56763913,50346.06,17.80553667,7.376442857,2519.360107,99.7829,141.1124817,338822,56.7,794.75,19428916,2489.214,11325.15252,34255.125,50.72063148,109.8,51.87230128,96.09351524,48.37894737,4.3,146999,7013,12477,104489,99.6582
2017/10,103.9281259,4.112526227,36345.93989,42.80943828,48625.53,18.71361613,7.378977273,2575.26001,101.0401,142.9888538,398516,65.4,786,19623674,2842.5028,11306.91925,35061.10268,51.52948351,111.1,52.0844273,96.69826913,49.00142857,4.2,147147,7031,12490,104577,100.7491
2017/11,104.1720033,4.011027884,35881.44419,40.7443873,47092.44,18.98972667,7.37982,2584.840088,101.226,164.6131594,361807,75.8,821,19755991,2420.8104,11474.17352,36127.65922,51.71783053,111.8,52.52336346,97.69517399,53.493,4.2,147377,7068,12505,104732,100.7789
2017/12,105.1182112,3.863816521,37725.62924,41.94058242,49354.42,19.1012871,7.505247368,2673.610107,101.3878,206.2876843,274837,76,859,19418455,2760.5513,11709.3147,36501.02248,51.79191229,113.1,52.21121226,98.27288299,53.86263158,4.1,147521,7091,12533,104820,100.4778
2018/01,104.2763806,3.986570639,36437.74882,43.32194125,50456.17,19.00617419,7.636059091,2823.810059,101.345,152.5353966,315870,72.6,776.8,19532177,2267.623,11435.65938,35753.05019,51.33721295,111.8,52.48947513,98.7949997,58.53,4,147670,7093,12561,104942,100.0893
2018/02,104.6552353,3.911680744,37614.95884,44.70674716,47437.93,18.61594286,7.781915789,2713.830078,101.7068,125.5470847,341468,76.8,803,19696488,2244.4429,11466.69647,37116.08382,51.86478998,112.2,53.04496402,99.17137448,55.94722222,4.1,148058,7184,12584,105165,101.1146
2018/03,104.8553845,3.944392927,38993.96753,47.0416564,46124.85,18.6548871,7.834136842,2640.870117,102.2785,147.8844476,346110,76.8,782.8,19786997,2674.8575,11772.83326,38156.89211,52.69426883,113.1,53.03748711,99.49215698,55.821,4,148281,7194,12610,105336,101.205
2018/04,104.2692997,4.194550126,38104.27223,45.77122711,48358.16,18.34659,7.840461905,2648.050049,103.434,141.1361463,306313,76.2,817,19874106,2760.9455,11805.41899,37271.94647,51.5224419,112.7,51.69719743,99.15484705,58.4147619,4,148426,7212,12631,105417,101.9431
2018/05,105.4948974,3.685254931,38929.01241,44.01476423,44662.55,19.45514839,7.850959091,2705.27002,102.4735,152.7073667,367502,70,814,19908072,3155.952,11902.19044,36629.92557,51.5224219,113.2,51.72705531,98.99408017,64.0565,3.8,148755,7274,12657,105649,101.0712
2018/06,105.1526879,4.066300525,39218.87154,40.33502786,47663.2,20.31281,7.928114286,2718.370117,103.2508,153.3384741,369848,72.5,811,19894575,3140.6653,11989.48239,37153.64512,51.55043581,112.9,51.14716063,99.37646493,64.8175,4,148966,7292,12691,105771,101.7339
2018/07,105.0559304,3.806918495,39227.05944,45.34795817,49698.01,19.09663871,8.104227273,2816.290039,103.4588,165.8324452,315502,78.7,780.48,19949244,2858.0037,11914.97541,37391.32551,51.84541335,113.2,50.48978485,99.9090991,66.3552381,3.8,149022,7318,12711,105827,101.8353
2018/08,104.1187045,4.092191302,38971.09861,46.64321345,49547.68,18.80422903,8.106008696,2901.52002,104.1802,157.6854433,392528,67.7,783.97,20063433,2883.364,11957.39118,37893.73102,51.41986185,113.5,50.22026563,100.492,63.7265,3.8,149272,7347,12725,105993,102.1497
2018/09,104.6593671,3.764811254,39419.50651,44.67014684,49504.16,19.03591667,8.114085,2913.97998,104.1665,155.0826174,337364,53.4,786.87,20192960,2718.0975,12033.30918,39387.99669,51.58302109,113.6,51.13084446,100.917,68.95157895,3.7,149361,7375,12744,106029,102.1115
2018/10,103.7975835,3.669677163,39495.35073,44.49363527,43942.55,19.09211935,8.117917391,2711.73999,104.0476,153.7130179,391392,62.3,761.1,20356179,3017.3339,11964.89326,38308.90484,51.30164166,113.2,50.37674445,101.44,74.09434783,3.8,149526,7389,12767,106149,101.7088
2018/11,103.0047682,3.822919904,39824.51676,44.26218956,41732.78,20.25495,8.24542,2760.169922,103.9603,181.0744753,364959,73.2,770.73,20457926,2964.7711,12137.91429,37461.01772,51.23921953,113.1,49.25155528,102.303,60.42,3.8,149622,7386,12777,106249,101.2783
2018/12,102.4057206,4.548175281,37660.05958,41.87258972,41640.27,20.15294194,8.410310526,2506.850098,103.869,220.9341099,255465,71.9,790.93,20079365,2991.1708,12242.88549,37956.06736,51.29805171,112.5,50.00478853,103.02,50.62705882,3.9,149805,7396,12796,106359,101.4445
2019/01,103.0401085,3.980774824,38617.45428,46.51591968,43987.94,19.22744194,8.592259091,2704.100098,103.2684,162.4501974,350832,70.8,761.26,20174011,2484.7923,12331.99498,37709.50335,51.48596341,113.3,50.09196769,103.108,51.43761905,4,150114,7424,12833,106586,100.6521
2019/02,104.4450794,4.078516099,38392.28257,47.69714627,42823.81,19.18334286,8.5617,2784.48999,102.8157,135.4653044,331091,77.1,790.57,20299993,2467.0416,12314.3942,38423.30582,51.99091333,113.1,50.52718272,103.079,57.02294118,3.8,150092,7396,12822,106597,100.2042
2019/03,102.1108428,4.196090953,38359.71555,47.15784742,43281.28,19.24877742,8.51902,2834.399902,102.9,155.4265544,368180,76.9,796.71,20348508,2992.9243,12455.59807,38251.5555,51.62433615,112.3,50.56049257,103.476,59.96190476,3.8,150320,7422,12822,106763,100.1091
2019/04,102.9792143,3.957332514,39106.9383,48.06777247,44597.32,19.01630333,8.498155,2945.830078,102.3826,152.9915826,320973,74.1,794.9,20378927,2970.2291,12390.83103,38951.63546,52.80400704,112.5,51.45840991,103.531,63.634,3.6,150563,7459,12820,106936,99.4866
2019/05,101.6999515,4.287074509,38769.88242,48.75918632,42749.16,19.09190968,8.506554545,2752.060059,102.5756,167.2145665,373776,68.8,792.03,20382910,3317.6509,12608.134,39314.80682,51.89000555,112.4,48.49223458,103.233,62.145,3.7,150630,7486,12815,107023,99.5509
2019/06,103.0327753,4.14634075,37918.95535,44.56481247,43161.17,19.26677667,8.507475,2941.76001,102.5928,166.6789213,360817,70.9,807.97,20368666,3218.3491,12611.31116,38857.00147,52.00403039,112.6,48.10745742,103.299,57.66842105,3.6,150797,7511,12820,107155,99.8517
2019/07,102.5411137,4.176398188,38137.63333,43.04169903,40863.09,19.06189355,8.475221739,2980.379883,102.2012,174.7873973,318233,75.5,798.06,20385379,3293.6964,12577.6454,38553.41078,50.00841605,112.6,46.88241816,103.687,58.98571429,3.7,150879,7525,12826,107259,99.2399
2019/08,102.9436344,4.06961026,38176.55117,42.59348149,42622.5,19.58659032,8.369809091,2926.459961,102.9086,171.5617623,363193,64.4,800.55,20422010,3393.7313,12876.80156,39416.12168,50.60515605,112.9,48.78146897,103.67,50.18315789,3.7,151111,7530,12825,107421,99.9127
2019/09,102.6621966,4.103752405,37380.10118,42.09418633,43011.27,19.60990333,8.19711,2976.73999,102.579,165.3180702,341906,51.9,784.83,20567426,3101.2411,12858.07003,38136.83819,50.59394592,113.4,48.23887223,103.942,58.192,3.5,151318,7551,12823,107581,99.182
2019/10,100.340181,4.295188478,37251.4908,40.87212473,43337.28,19.36886452,7.998604348,3037.560059,101.7775,163.704364,337313,60.5,794.42,20727424,3155.0148,12875.02755,37547.03729,50.22008192,112.8,48.65426904,104.503,48.82681818,3.6,151447,7556,12772,107725,98.4407
2019/11,101.5390861,4.386718811,36675.5544,40.25406972,42820.18,19.30748,7.872655,3140.97998,102.0979,199.3629973,322032,71.2,798.03,20803652,2924.9149,12975.01094,37631.02058,50.06478009,112.3,48.94662666,105.346,50.595,3.6,151662,7545,12815,107880,99.115
2019/12,101.2444568,3.92608575,36434.51022,39.71643429,43541.02,19.16931935,7.696525,3230.780029,101.7632,238.6088386,224869,71.9,833.87,20421442,3119.1723,13168.28728,37618.83665,49.66109523,112.0,48.39732238,105.934,54.9065,3.6,151764,7528,12801,108018,98.9808
2020/01,101.8632659,4.24097125,37093.89736,38.88992437,44108.31,18.81445484,7.530281818,3225.52002,101.303,173.8217112,342142,70.5,788.9,20490397,2620.8224,13200.02515,39095.67085,49.86400065,113.3,50.60821341,106.447,53.89714286,3.5,152098,7580,12790,108257,98.871
2020/02,102.0783824,4.593235537,36470.7285,37.69005195,41324.31,18.77705172,7.390531579,2954.219971,101.7038,149.8246266,348436,75.4,773.17,20613536,2731.9385,13332.37323,37689.58601,50.31436304,111.7,49.75477918,106.889,45.38684211,3.5,152371,7608,12785,108421,99.1914
2020/03,97.95213225,4.070854148,34759.10457,31.96191488,34554.53,21.97383871,7.10067619,2584.590088,97.8746,162.1098962,282759,46.2,751.61,20482943,4044.8095,13523.31719,36477.29218,47.35124918,109.6,38.42466253,106.838,23.25954545,4.4,150944,7539,12720,107168,94.9624
2020/04,73.78922904,5.228154072,27077.52201,18.73173541,36470.11,24.23988333,6.53773,2912.429932,84.959,122.5462577,6373,1.5,514.37,19927696,2909.5076,13850.49757,22681.62181,42.55452535,90.3,34.95278573,105.755,12.23428571,14.7,130430,6527,11414,89943,80.3952
2020/05,72.60193654,5.37209495,22033.33761,16.51141979,36122.73,23.58031935,5.99545,3044.31,86.3345,140.1258067,26973,1.1,543.26,19583170,3445.4017,13922.69714,18264.24613,39.2936816,87.8,37.30920202,106.162,24.71722222,13.2,133055,7009,11646,92410,83.9311
2020/06,86.50894746,6.392160818,27524.56337,18.67617644,37716.43,22.26917667,5.648704545,3100.29,91.7523,141.1770463,262261,2.9,627.8,19499859,3536.9615,13819.98094,31881.86261,49.3863208,96.3,42.48889687,106.743,33.54272727,11,137620,7170,11977,96487,90.2099
2020/07,91.31899285,6.322938125,28159.63572,21.87328324,37019.68,22.48029677,5.231469565,3271.12,95.2439,163.4262165,314795,12.7,666.2580645,19495952,3531.8212,13937.89064,35096.1428,49.8765435,101.7,46.28331056,107.444,37.488,10.2,139064,7195,12018,97774,93.5004
2020/08,94.74521602,6.211274328,30810.89037,22.66092324,36840.73,22.23106774,4.967419048,3500.31,96.1173,171.047077,314636,16.4,676.2258065,19588342,3574.2006,13957.17267,37976.04075,50.3569428,103.7,47.3755753,107.867,40.31,8.4,140799,7225,12044,98959,94.8364
2020/09,96.75275989,6.144970984,32671.77475,24.61233775,37458.69,21.60516,4.720285714,3363,96.0711,169.61634,325521,19.8,689.7,19702192,3569.9955,13955.81881,37816.93843,50.11921071,106.6,49.67738458,108.114,37.575,7.9,141760,7256,12101,99925,94.8366
2020/10,97.47136196,5.909339948,33418.69192,25.50976799,36987.86,21.38084516,4.532459091,3269.959961,96.825,172.708104,362217,28.1,695.9677419,19902833,3601.7004,13971.01946,40129.87426,50.80504141,107.8,48.33852047,108.774,36.4547619,6.9,142479,7310,12125,100721,95.8147
2020/11,98.16733996,5.912904277,35654.58607,27.02148413,41778.87,20.5333,4.498610526,3621.629883,97.1183,209.7298732,324675,33.9,703.2333333,20051552,3387.336,14229.58741,39065.98703,50.6133356,108.5,49.75878414,108.856,38.99411765,6.7,142743,7317,12159,101032,96.358
2020/12,97.68662133,5.269115385,36360.7734,27.44638915,44066.88,19.97817419,4.485686364,3756.070068,98.138,229.5417027,266463,35.3,736.4193548,19773732,3650.0589,14384.78764,40185.17766,51.27946258,108.5,48.6807703,109.271,45.56190476,6.7,142475,7355,12199,100693,96.7461
2021/01,96.21937906,6.337041268,37583.00543,26.69608342,42985.73,19.90261613,4.468395,3714.23999,99.2645,162.8709434,291284,25.69,669.7419355,19821651,3287.3901,14520.44233,40606.8398,51.73463606,108.1,49.14566349,110.21,51.05526316,6.3,142969,7363,12196,101079,98.3236
2021/02,97.43343675,5.464184264,36435.23993,27.73073509,44592.91,20.29247857,4.362863158,3811.149902,96.2231,150.4239251,249082,25.09,647.25,19936938,3170.7425,14457.88614,37985.74009,50.345076,107.0,50.15233574,110.907,58.08333333,6.2,143544,7291,12222,101697,94.7465
2021/03,97.88774271,5.684507957,43873.92147,29.37335958,47246.26,20.76205161,4.283331818,3972.89,98.8621,176.3755671,319640,35.07,711.3548387,20025709,4157.3441,14533.33276,39974.12862,51.57070861,110.0,50.5367339,111.824,60.64863636,6.1,144328,7395,12270,102233,97.723
2021/04,97.87392427,5.901896012,39892.06848,32.45745145,48009.72,20.10944,4.28445,4181.17,99.0246,183.2066553,282032,42.09,724.7666667,20070483,4048.3026,14566.12673,39789.10771,50.57100389,109.6,52.24324564,112.19,59.479,6.1,144614,7406,12228,102495,97.6707
2021/05,97.58972851,5.226975251,41559.29485,34.71666345,50885.95,19.99876774,4.28512381,4204.11,99.7785,191.2717261,254258,45.17,730.9032258,20109444,4525.8605,14668.04461,40956.2347,51.08916518,109.5,53.49168388,112.419,62.49,5.8,145096,7394,12259,102957,98.6103
2021/06,97.08143117,5.160514417,41580.54284,37.00426953,50289.75,20.04271667,4.31705,4297.5,100.1923,173.788944,285009,54.17,749.3666667,20175380,4457.5306,14530.75557,40835.55368,51.87884537,109.0,53.63779775,113.018,67.45714286,5.9,145789,7400,12276,103554,98.5774
2021/07,97.72792446,5.415590736,43963.10336,38.92520163,50868.32,19.98552258,4.519322727,4395.26,100.8724,191.5355257,248355,57.46,765.0645161,20291923,4545.0595,14687.09421,41326.26126,52.34993256,108.9,52.19484453,113.682,68.756,5.4,146558,7415,12349,104196,99.6776
2021/08,98.62889088,5.25550108,42694.70135,37.45142509,53304.74,20.05124839,4.645490909,4522.68,100.837,181.9940899,253854,49.59,749.4569879,20420823,4748.7471,14738.44085,40432.99783,52.53141921,107.2,50.64515029,113.899,64.29380952,5.2,147221,7431,12395,104731,99.3527
2021/09,96.85925445,5.215855812,42386.77431,37.07727319,51385.55,19.99092,4.74612381,4307.54,99.8498,189.8006845,220449,43.86,714.0179963,20594919,4408.9427,14791.26508,41082.13897,53.08661192,107.6,50.99435171,114.601,67.60105263,4.8,147778,7472,12437,105231,98.5784
